company,Date,Open,High,Low,Close,Adj Close,Volume
AFL,2019-12-09,52.77,54.040001,52.610001,53.169998,47.776039,14874700
AFL,2019-12-16,53.220001,53.650002,52.43,53.139999,47.749092,19322100
AFL,2019-12-23,53.200001,53.23,52.439999,52.619999,47.281849,7024000
AFL,2019-12-30,52.709999,53.369999,52.66,52.98,47.605331,9408400
AFL,2020-01-06,52.650002,53.029999,52.049999,52.07,46.787636,16027000
AFL,2020-01-13,52.150002,53.459999,52.110001,53.419998,48.000687,17469000
AFL,2020-01-20,53.200001,53.389999,51.919998,52.389999,47.075172,11291600
AFL,2020-01-27,51.720001,53.119999,51.52,51.57,46.338364,13628100
AFL,2020-02-03,51.849998,53.380001,51.849998,52.93,47.560394,18546700
AFL,2020-02-10,52.830002,53.349998,52.119999,52.810001,47.452576,11311700
AFL,2020-02-17,52.400002,52.5,51.119999,51.529999,46.302418,9993900
AFL,2020-02-24,50.540001,50.700001,41.919998,42.849998,38.708214,28554100
AFL,2020-03-02,43.119999,45.650002,39.27,40.779999,36.838299,33702700
AFL,2020-03-09,38.0,40.150002,31.16,34.689999,31.336945,33036500
AFL,2020-03-16,30.1,32.52,23.07,26.73,24.146339,34716200
AFL,2020-03-23,26.43,41.220001,25.129999,35.400002,31.978312,44204400
AFL,2020-03-30,35.630001,36.75,31.049999,32.41,29.277323,26451500
AFL,2020-04-06,34.529999,39.82,34.080002,38.080002,34.399273,21263800
AFL,2020-04-13,38.150002,38.450001,34.759998,36.48,32.953922,16601900
AFL,2020-04-20,35.509998,36.560001,34.43,36.290001,32.782288,15814800
AFL,2020-04-27,36.34,39.48,35.970001,36.619999,33.080391,17755900
AFL,2020-05-04,36.049999,36.869999,34.279999,36.259998,32.755192,16572100
AFL,2020-05-11,35.68,35.939999,30.32,32.990002,29.801264,26299600
AFL,2020-05-18,34.740002,35.130001,33.310001,34.700001,31.345974,19061800
AFL,2020-05-25,36.25,37.970001,35.580002,36.470001,33.212502,29831400
AFL,2020-06-01,36.459999,41.810001,36.25,40.529999,36.909866,20115400
AFL,2020-06-08,41.279999,42.189999,35.639999,36.639999,33.367313,19732800
AFL,2020-06-15,35.43,38.790001,35.110001,36.599998,33.330894,20682700
AFL,2020-06-22,36.380001,37.290001,34.299999,34.68,31.582386,18409500
AFL,2020-06-29,35.18,36.720001,34.68,35.259998,32.110577,12737800
AFL,2020-07-06,36.23,36.630001,33.82,34.869999,31.755413,16495100
AFL,2020-07-13,35.09,36.91,34.59,36.220001,32.98484,15807800
AFL,2020-07-20,35.950001,37.34,35.540001,36.77,33.48571,12086900
AFL,2020-07-27,36.580002,36.68,34.959999,35.57,32.392891,20059700
AFL,2020-08-03,35.580002,36.57,35.02,36.52,33.258041,16009300
AFL,2020-08-10,36.68,38.939999,36.669998,38.07,34.669601,16066800
AFL,2020-08-17,37.93,38.189999,36.34,36.419998,33.166981,12528000
AFL,2020-08-24,36.59,37.900002,36.369999,37.130001,34.068207,14218800
AFL,2020-08-31,37.200001,38.290001,35.900002,37.860001,34.738003,20794800
AFL,2020-09-07,37.889999,38.0,36.02,36.389999,33.389221,14998800
AFL,2020-09-14,36.990002,38.400002,36.509998,37.799999,34.682949,31921400
AFL,2020-09-21,37.080002,37.400002,34.919998,35.73,32.783649,17643100
AFL,2020-09-28,36.360001,37.150002,35.599998,36.880001,33.838814,15789300
AFL,2020-10-05,37.330002,38.599998,37.139999,38.099998,34.958214,15702200
AFL,2020-10-12,38.139999,38.720001,36.400002,37.209999,34.141605,12443800
AFL,2020-10-19,37.299999,38.029999,36.310001,37.849998,34.728825,14001400
AFL,2020-10-26,37.389999,37.419998,33.369999,33.950001,31.150431,23603500
AFL,2020-11-02,34.59,37.639999,34.220001,36.900002,33.857178,24073700
AFL,2020-11-09,40.27,42.299999,39.169998,41.52,38.096191,23745900
AFL,2020-11-16,42.75,43.98,42.23,43.849998,40.234058,23568800
AFL,2020-11-23,44.380001,46.43,44.18,45.279999,41.81699,15987500
AFL,2020-11-30,44.790001,46.349998,43.91,46.290001,42.749748,21399900
AFL,2020-12-07,46.0,46.0,44.52,44.84,41.410637,17047400
AFL,2020-12-14,45.490002,45.57,43.52,43.889999,40.533295,22774000
AFL,2020-12-21,43.77,43.93,42.73,43.84,40.487125,15034400
AFL,2020-12-28,44.080002,44.75,43.700001,44.470001,41.068939,8782900
AFL,2021-01-04,44.599998,45.259998,42.959999,44.490002,41.087406,16648900
AFL,2021-01-11,44.220001,47.0,44.0,46.48,42.925213,19454000
AFL,2021-01-18,46.799999,47.330002,45.77,46.43,42.879036,11733800
AFL,2021-01-25,45.950001,46.990002,44.759998,45.18,41.724632,22960600
AFL,2021-02-01,45.389999,46.68,44.860001,45.450001,41.97398,19154200
AFL,2021-02-08,45.709999,47.360001,45.560001,46.919998,43.331562,17507400
AFL,2021-02-15,46.549999,48.52,46.130001,48.080002,44.402851,16342500
AFL,2021-02-22,47.959999,50.150002,47.790001,47.889999,44.540642,24690400
AFL,2021-03-01,48.669998,50.099998,47.700001,49.950001,46.45657,19353400
AFL,2021-03-08,50.16,51.93,49.84,51.84,48.214382,19929800
AFL,2021-03-15,51.84,52.779999,50.700001,51.16,47.581936,24563400
AFL,2021-03-22,50.799999,51.610001,49.34,51.560001,47.953972,16411700
AFL,2021-03-29,50.84,52.09,50.799999,51.419998,47.823761,10906900
AFL,2021-04-05,51.790001,52.049999,51.150002,51.639999,48.02837,12921100
AFL,2021-04-12,52.009998,53.59,51.75,53.450001,49.711781,12989400
AFL,2021-04-19,53.490002,53.709999,52.23,53.369999,49.637375,15558400
AFL,2021-04-26,53.5,54.869999,53.18,53.73,49.972195,15584000
AFL,2021-05-03,54.290001,56.200001,53.84,56.110001,52.185745,16090300
AFL,2021-05-10,56.369999,57.349998,54.110001,56.459999,52.511272,15007100
AFL,2021-05-17,56.259998,56.599998,54.93,55.990002,52.074139,14407900
AFL,2021-05-24,56.209999,57.139999,55.599998,56.68,53.026031,19320800
AFL,2021-05-31,57.150002,57.540001,56.68,57.48,53.774456,9282700
AFL,2021-06-07,57.450001,57.57,56.07,56.25,52.623749,12684100
AFL,2021-06-14,56.040001,56.25,52.02,52.080002,48.72258,19373400
AFL,2021-06-21,52.439999,54.43,52.23,54.220001,50.724625,23703100
AFL,2021-06-28,54.07,54.299999,53.130001,54.150002,50.659134,15914700
AFL,2021-07-05,54.0,54.009998,52.049999,53.349998,49.910698,15196900
AFL,2021-07-12,53.299999,53.950001,52.75,53.119999,49.69553,21713500
AFL,2021-07-19,52.139999,54.43,51.360001,53.369999,49.929417,15950800
AFL,2021-07-26,53.32,56.200001,52.93,55.0,51.454334,15070900
AFL,2021-08-02,55.310001,56.41,54.279999,56.240002,52.614395,14669800
AFL,2021-08-09,56.139999,57.630001,55.599998,57.259998,53.568634,12050100
AFL,2021-08-16,57.0,57.639999,55.5,56.360001,52.726654,11653400
AFL,2021-08-23,56.700001,57.549999,56.099998,57.09,53.717785,10439000
AFL,2021-08-30,57.07,57.09,55.540001,55.709999,52.419292,11896200
AFL,2021-09-06,55.700001,55.93,54.650002,54.66,51.431316,9580500
AFL,2021-09-13,55.209999,55.52,53.950001,53.990002,50.800896,17363600
AFL,2021-09-20,52.900002,53.049999,51.279999,52.630001,49.521225,17320800
AFL,2021-09-27,53.139999,53.91,52.040001,52.939999,49.812916,13362000
AFL,2021-10-04,52.950001,54.900002,52.41,54.52,51.299595,12321500
AFL,2021-10-11,54.709999,55.990002,53.189999,55.549999,52.268749,17951900
AFL,2021-10-18,55.540001,56.759998,54.880001,56.540001,53.200272,10739900
AFL,2021-10-25,56.689999,57.66,53.48,53.669998,50.49979,18116800
AFL,2021-11-01,53.959999,57.290001,53.75,56.75,53.397873,15341000
AFL,2021-11-08,56.990002,57.279999,55.709999,57.009998,53.642502,11880800
AFL,2021-11-15,57.240002,57.950001,54.73,55.439999,52.165245,15153900
AFL,2021-11-22,55.759998,57.16,54.630001,55.57,52.589016,12782500
AFL,2021-11-29,56.049999,56.240002,53.66,54.279999,51.368217,19392000
AFL,2021-12-06,55.09,58.040001,54.630001,57.84,54.737247,13976500
AFL,2021-12-13,57.720001,58.52,56.009998,56.84,53.79089,20209900
AFL,2021-12-20,56.009998,58.110001,54.650002,57.689999,54.595287,10515100
AFL,2021-12-27,57.779999,59.220001,57.509998,58.389999,55.25774,8706700
AFL,2022-01-03,58.630001,62.380001,58.09,62.16,58.8255,19501000
AFL,2022-01-10,62.599998,64.220001,62.119999,64.059998,60.623585,17059000
AFL,2022-01-17,63.98,64.139999,60.709999,60.860001,57.595242,14889000
AFL,2022-01-24,60.16,63.610001,59.419998,62.349998,59.005306,18938300
AFL,2022-01-31,61.93,65.269997,61.560001,64.690002,61.219795,20996800
AFL,2022-02-07,64.860001,66.970001,64.639999,65.309998,61.806519,18096400
AFL,2022-02-14,65.120003,65.589996,62.869999,63.169998,59.781322,18054200
AFL,2022-02-21,63.209999,63.330002,58.5,61.950001,58.994217,13840000
AFL,2022-02-28,60.290001,61.52,58.259998,60.099998,57.232491,16238400
AFL,2022-03-07,59.369999,61.240002,58.900002,59.959999,57.099163,14261900
AFL,2022-03-14,60.740002,63.09,60.209999,62.950001,59.946507,15657700
AFL,2022-03-21,63.41,65.540001,62.990002,65.529999,62.403416,9502800
AFL,2022-03-28,65.309998,66.110001,64.220001,64.839996,61.746326,10635900
AFL,2022-04-04,64.620003,66.029999,63.27,65.519997,62.393887,12239000
AFL,2022-04-11,65.75,66.290001,64.110001,65.330002,62.212959,7375100
AFL,2022-04-18,65.110001,67.199997,63.299999,63.369999,60.34647,12946200
AFL,2022-04-25,62.700001,62.799999,57.07,57.279999,54.547039,18550100
AFL,2022-05-02,57.779999,59.779999,56.330002,58.23,55.451714,13938900
AFL,2022-05-09,57.75,58.84,55.119999,56.279999,53.594749,13711300
AFL,2022-05-16,56.279999,57.5,54.18,55.09,52.461521,14102700
AFL,2022-05-23,55.970001,60.48,55.509998,60.41,57.940151,15172800
AFL,2022-05-30,59.91,60.959999,58.68,58.82,56.415165,14853100
AFL,2022-06-06,59.400002,59.73,55.619999,55.630001,53.355591,10207600
AFL,2022-06-13,54.700001,54.869999,52.07,53.049999,50.881062,16913700
AFL,2022-06-20,54.150002,55.93,53.169998,55.790001,53.509048,9576300
AFL,2022-06-27,55.970001,57.189999,55.32,55.459999,53.192532,6242600
